36143291;365;155;23;40171328,11212161,38700867,63132967,18698695,40706801,37653171,37579764,38557685,37599926,36885467,41648189,35048254,39404245
29393087;730;519;83;32189922,32247075,31064548,32212101,27937260,1804716,21069954,29921693,26253584,12466065,31184739,31064501,30825847,30820057,30820059,32249565,32274495
31424705;730;1106;47;34834689,28311236,29636166,33211273,33750730,32800663,33423469,28662071,32988603,34849405,34743263
27984066;730;180;7;967008,28200579,334632,28583436,28026676,9278261,28283191,20826104,16562043,32202684,30360606
14155973;1095;59;22;12217568,11014722,69028,7897142,11310507,11861965,1275342,12568914,10501782,7249434,10607963,816412,1900990
19136712;1095;42;15;15471329,793315,854767,9819288,1269716,17348568,17915802,18081629
39485645;365;1380;179;32898464,45841004,44948098,41833475,36466948,44351077,45701254,39095879,45813580,42125516,45839917,44809647,45813901,44426579,17210580,33102485,45580653,43049112,43819770,38458716
8011810;1460;2607;190;1198724,3511050,3149155,4528472,460690,2410646,2410655,1003555,1008949,2184761,6867137,6867138,6224886,7094089,984779,2571343,6324307,6071640,1225052,4254943,56419,2503408,1437046,6642937
40009934;365;9735;370;46587202,45285412,44637054,26950054,791207,27657513,43489835,19490604,24080781,26187470,35586063,54188676,36466835,46372053,9847897,40794648,43922777,45107162,44771036,36049818,46110654
36208846;365;125;5;19125602,37560325,29779110,31798727,2894536,26910985,27971639,859409,28922678,33361744,31918929,31206002,10950547,34961108,34282614,31007817,35700441,32240603
58556635;330;3173;246;23137252,26977084,57329756,36818378,35258635,62215539,18294096,27783635,15910005,19079894,38941145,47486810,62275419,29164412,59492938,60149150,63657183
32800989;730;434;27;36053569,38699266,29432359,25321729,15542818,24449680,34185425,35841175,31501916,32259135
66743728;210;14447;393;69343074,33937636,46405926,42416166,55674738,35704366,67473490,68680691,68358804,62503320
18038821;1095;241;122;11148160,7627029,16332333,21056336,9583957,15501080,10617114,14071196,14231258,10870175
36602082;365;4327;320;35475464,38790153,27256078,20976791,39878808,41609377,21307812,41609382,34632367,41609392,39499825,41609396,11288889,38193864,31402696,22766158,38063225,41040602,41160157,22766176,17815268,36389362,39175289
38207715;365;2673;123;20646656,36466852,43164580,35886609,32396521,38333195,37163052,44105423,36731889,11935540,30482198,16486296,19490233,36466840,30238124,39060253
23265508;730;53;6;15860438,20851340,21874322,25999639,21037213,22713503,21969315,16684146,21398707,17898805,21898326,21783123,17698134,21996125,21812576,21325926,21328873,22078450,22013302,22079209,22713722,7210876,22762109
17595143;1095;770;172;14778435,16243268,16308105,15861034,15792179,14673598,14067575,16145534,15488543
34242789;730;933;15;35110464,36040577,36732741,37852998,33637585,38273481,38591115,31396109,37350766,11355856,35978584,16761237,31326711,37937496,37166393,34181407,38425653
26034214;730;37;15;16715520,23425572,14156399,23964947,26815893,23984792,22690202
29360360;730;228;43;31064451,25448821,30703148,17960942,21673166,31064438,10999131,25408411,31064444,29129503
41844970;365;494;15;39813216,47653012,47376307,46982876,59608189
5931243;1460;163;30;3478883,1167527,1919785,2706155,1082637,3796304,1029747,4211316,1585530,676285
46956781;365;1017;45;36467078,52111942,53015729,51890108,53264267,11556908,3328014,7687862,53398192,48996113,2215570,53862964,8988374,5907611,52823420,2388524
41517293;365;9419;474;48463426,38315323,47872804,48463364,37809227,25568877,48463438,40402287,33206709,19661526,11288889,48463385,35847771,6422142
12550385;1095;249;34;9790947,10209989,10341127,10984171,6787021,10717742,8132567,10645433
44597490;365;1202;30;50056129,40795243,51005380,12914983,50779723,46694551,37093645,48433741,27973200,3552817,50765811,49631671,40794648,32400666,32233660,51037054,20282847
16515317;1095;506;3;13932514,15046211,14352004,14550245,14406573,14256593,10442674,10150869,14636214,14710393,13003005
15630583;1095;788;95;11460994,10136714,6345356,11539603,5619107,10907301,5964198,13852082,13438647,1925305,6593598,3881677,12355415,12038874,8950235,5745639,13190419,4194415,13277715,7737204,7234935,338686
7438583;1460;2175;236;3867429,5745132,6034382,5685949,2480607,6446551,29243,5580700,6324317,4148997
28279034;730;11620;525;25727819,28022959,7887281,15902611,28192886,4587767,7614843
33358074;730;2550;98;37107680,36501990,36818382,37403024,31181169,31326711,36466975
8170197;1460;38;4;6683712,6989539,7032580,5855081,6645899,7251436,4487984,5672788,6646616
29567702;730;1893;100;30796419,16363269,20488716,22785165,30238609,18637443,29819068,30053289,19891754,30257584,26484789,11791164,28326851,25117127,13597385,55952083,30138719,30158946,31116137,17948655,31446134,22529150
24150279;730;2343;215;23318404,14200513,21531784,5281559,23062541,18118799,23800599,22873513,18192682,5110188,22788151,8222273,23062090,15170894,15001558,23531385,23724508,13248612,11016039,13569961,21311481,22617597
43090189;365;4362;87;11359203,46516630,50118790,24018358,50101045,47880522,48453134,34185424,50118770,32233045,49244886,40794648,50102170,48106015,48169237
32910040;730;1596;183;36679937,29914051,30204997,32299249,28300584,29517097,26828407,33376078,33709583,36424113,35762072,33649939,29744014,34552374,36456179,32586424,26913753,31966011,36001279
66060562;210;2612;107;48674467,62450989,37453966,72598448,8695063,65063768,69790875,48392894
34668822;730;2075;196;57742082,37709220,58900118,36553609,37998347,33653490,57720370,32251838,32121494,35285144,36917626,36488123,38458716,35634046
35946775;365;67;5;19255620,35979400,8407085,38380271,27110227,36387061,31905239,39599099,64371742
41325956;365;1384;115;46384161,47908386,48274921,41888453,16636602,12904713,26346407,45741677,47306350,28379887,42369080,19525330,31598963,20591885,11579241,28295832,42317914,28257167,10804858
51156356;365;2884;89;54938213,58594504,54737419,30363949,40180175,55314685,36540862,58836159
37617946;365;1910;126;42594080,6855861,36418338,40608020,24233983,19000777,5530090,37932078,34116972,33622548,11528999,20872083,36353812,30546293,40312630,36466964,10256123,25773916,57730110,42060767
18874651;1095;1789;150;9375489,17551811,17485537,10101661,14895113,16054475,16761295,17129330,5278580,17640763,17485532,17640765
29356008;730;1012;123;31064641,31064578,29520783,31069782,31064650,30489004,30488975,30209424,29334097,31064628,31064501,31064598,31064633,31064667,28749982
33685793;730;25018;251;37881873,37884583,35543884,37163052,34116972,255821,23650991,34881809,37884723,23332597,37884822,29277818,14718573
32178465;730;78;9;28026310,35624305,35409384,35586063,35586161,32191989,34370287,35549150
21397793;1095;107;8;20851360,18262587,16944772,19923045,20819942,20098151,10340396,20558093,20408625,20592562,20592564,3988662,15367607,14924027,18046430
32107603;730;10627;103;45145377,35533955,34074372,35161061,3792709,33329548,35297231,35264211,28930739,28922678,34159416,32299291,34228147,35586303
34537765;730;4245;181;19282464,33558272,44393858,32113254,13805201,35754184,34203889,30431470,26393432,32994131,28004245,35595639,34147736,24145305
85819688;60;1749;208;19046784,67779265,4232674,55324363,54546980,84225214,68426027,71871726,66703908,74257392,83458515,3134613,75117718,5140087,70624164,70748068,7070724,44376799
57508140;330;53632;544;21887361,45737741,51582737,57945238,47612574,33003551,60472613,62223402,42104748,60941881,63846586,54593212,31257025,48629984,60027333,44100952,24379737,20407131,12174687,43311456,46139876,50483959,60285818
3703086;1460;118;8;2822117,3159019,1334765,288687,851607,403929,3166461,1049054
9404718;1460;50;11;7785537,7112507,7661255,7888719,885328,7266005,8061135,6479452
52920623;365;1864;221;46380931,57040456,48104106,44099851,48108463,27736552,54753150,54842198,54753145,57538526,56568639
40894767;365;5622;344;46285739,27547396,24881159,45755144,37003530,34185615,12849040,34185619,15744148,43631385,23881642,18521415,47640630,10452664,43498819,35803974,34185671,38379256,41625176,45931103,21139040,45662824,22491371,36466924,12860179,32481013,24211960
8585519;1460;916;285;5439728,2405443,363558,5701200,6508460,5490574,5383407,3716400,70546,4840227,5780886,5780887,4247416,5780889,958746,5780891
22934473;730;89;7;19957160,19923045,6977543,15128648,22079020,18738013,27454696,20573681,20799796,22154456,13384028,17722237
46699286;365;30024;401;36919136,44438508,54464463,51897619,48459352,51051131,45176189,50642878
31064372;730;982;52;34004352,33423553,33430274,29909915,33540161,19038089,31990135,28311244,31879733,34181936,33784085,33825079,16381914,31175899,19776476,34089565,29468220
36143416;365;317;24;37804417,40817828,7442598,37315782,33184935,5733230,39299390,37579764,22544894,41068632,10221691,33175806,37086527
21490399;1095;1490;94;18112710,18088231,18896232,17723818,17739372,20135022,5032303,19152848,19961617,17902354,20770643,19698222,19824758,32270551,16097305,19890269,10688703
67732770;210;1186;113;64948193,19677859,19808295,72820297,65580843,36389364,46138190,57059665,48172724,44770005,68930329,45103001,63262396,9957213,13252853
45515068;365;205;8;49159394,50568620,55853261,50223182,45920113,42729844,42538261
21392096;1095;36;10;19587683,19312293,20764486,14157672,20087049,17900266,18118799,20175727,19649651,18434900,18906995,17668029,20175717
16318788;1095;127;36;14778400,13211617,8950235,15080464,13414855,11859119,13531375,14928464,13969304,13410995,15080407,14933848,15080377,14353178,15008699,15080285,14035967
60457286;300;331;22;67112963,27620802,65818403,61558277,58187815,56305576,51655018,11134091,65515567,58380401,68657202,49938899,66210836,62027353,63035994,11428220
43319624;365;865;49;25636928,38132390,40237318,10204271,41504413,40794644,35241974,12970136,28779002,25912607,35887174,31612061,19404126,35675039
40042824;365;686;34;23019649,42129667,36674982,43023527,40098024,16295283,40126184,33432467,45361876,11510360
51413324;365;2470;100;57470112,47415781,28931272,40730313,36401012,26670902,59386999,54972660
9601357;1460;54;17;7867936,8014884,8061135,6726328,7976125,7863486,7871615
24417677;730;388;101;18776897,23673219,16543400,16510153,18120971,22946412,4278109,23687446,19824824,21181977,16908236,12925405
16646482;1095;127;11;14858339,15164804,13951590,13509295,15164817,15073778,13541235,14642517,13428409
42271058;365;288;19;47176162,47775590,48773351,43182511,49240978,47153269,48992186,47105947,45002357
49807699;365;136;4;57718243,51003079,57718408,34955434,57774791,37606252,42357870,40654812,45263370,57651359
16253268;1095;1231;239;10520130,14522531,10520133,12813255,9799369,12299306,12340971,14890445,12328814,13910477,14559921,14422995,14341974,13941944,13499934
28639573;730;67;10;8148117,27296176,22368099,28836100,27920998,25649601,25884488,15236554,21849262,28488368,28386627,32733685,23900508,27179871
19104088;1095;397;143;17695298,8245539,9120357,7003889,11750540,13974158,11629295,11629297,12533815,17221626,8583599
40010072;365;1029;87;45786400,5102465,46588930,42669925,45416874,40795243,22885133,46588989,44990417,43012598,38458716,40344810,21328191
13697369;1095;5434;58;9032641,11501732,11088809,13479978,6628140,14432301,8860911,9076657
31031642;730;6923;229;34335044,10315465,33244554,32978903,33766636,14718573,26744622,30209424,33077170,23683861,32627705,25331832,2786745,33061436,31482493,33722974,28176127
69206363;180;206;33;73469188,64797033,66903279,49938933,68436281,69248469
45580637;365;21436;326;53107393,52432707,21471432,48485996,51353421,9141519,40162672,51321978,50351676
36831583;365;5973;45;28042605,40787887,40162672,40995345,1337395,32642870,28036375,20860573,60186111
42893663;365;382;37;41865600,57621061,47637417,11990412,49611405,42996943,12315313,31836854,30354999
14942560;1095;420;80;12854148,12369671,11339528,45248777,13305911,12987117,12976622,10821901,12092723,12586766,12608233,5969306
35750240;730;27893;354;1284129,19826434,17439748,39239526,8938246,13985895,18343305,31151659,29327633,4587767,9224506,18121308
25231712;730;115;46;22612202,25125675,32232622,24311984,15747637,23200246,22684085
26607970;730;316;60;26772737,24907076,19487975,27242697,26742988,10243950,27030356,8955285,26744408,17331421
35324263;730;158;11;40895236,57758088,39263690,39529036,39200655,39640816,22766167
43057513;365;8805;406;38111808,45849763,47593061,48422182,6331623,7862570,40408620,38031023,45375377,43813586,47658644,13676182,4587767,11579599,30730686
38523190;365;758;50;19681280,28784641,43581476,10340401,18699878,25737351,28850730,28758631,28753933,21412752,28873649,26689139,43381685,30109023
29349028;730;396;48;31064578,30825847,33188743,31064555,4126861,26884334,23327920,30820017,31064658,31064501,9594390,30819991,31064504,31064633,31064667,28711865,21328191
40501612;365;193;14;31907682,42826435,43472456,29211755,39747215,45898776,41636699
40436077;365;1506;160;43006667,46285739,44810342,43049735,45560619,37368653,36388911,46684913,46195411,11134091,36019413,40869495,45504222,39106399
25002349;730;1140;151;24520801,5386466,21526019,22685703,24906897,25270739,24906933,24390198,13570359,21397752,6214369
37683568;365;1411;176;37422977,41359497,27374349,41972750,41868692,40261015,42064544,42822305,36466850,40383015,32299319,41648189,10340031,48284491,41567564,39925240,38817370,28808412,41407587,33098598,42724725,36389368,8509948
40730995;365;268;40;42060003,28376230,33952519,33157036,47064011,28016716,46686161,46166290,63215732,46096986,11288894
32833907;730;1445;110;27562114,35640453,28153489,32141596,11669117,6920999,31568170,16836139,22630109,2320816,33020086,17052990,23843394,15385288,16332361,23156302,19900240,31495768,7259610,13879290,552034,35265767,35942634,33975150,35258735,14076786,35672638,22092922,15435132,27784317,35939582
3998070;1460;3403;239;3487694,3502794,3304269,2743918,3300653,2969586,3532126,11108374,3459482,3550590,3117343
36340088;365;14992;461;39744419,14148484,40468251,23673930,10609434,22624719,41299921,40671539,32742488,32400666,40316003,32820170,39542911
16318841;1095;410;59;15026340,14194052,8401640,9857380,14854157,14147688,10908148,13570359,13031128,13865305,14778362,11139548,13410943
38011258;365;318;33;41179200,41977418,44640076,29269743,28351926,42416281,37704541,43015294
35094907;730;125;2;37093595,39022348,38570174,34890374,34612301
34505086;730;9619;328;23153195,18586566,57723239,39063113,37704711,38720493,26716653,7273027,38772213,24244950,4041943,39091994,28928809,38929150
93127042;7;1465;33;87352864,87243942,85238578,88770454,84292314,29819068
23626120;730;37;7;14635457,21571843,19692872,6979759,21874449,19353396
30872983;730;17198;112;27075168,8955812,37812389,30520444,27640718,30116745,32252024,32267955,7553308,32274665,27959768,23900508,27223613,33719710,33392627
38896018;365;19067;280;7707682,12713187,30537476,32576933,40137542,8714748,43084363,15574142,22766158,42831215,33625870,27264689,41955026,43191925,40304697,44908346,44824220,43581278,37145013
31064470;730;4512;109;32304896,29510789,31742567,33385098,20860573,29418448,13674257,25189371,27504829
6816151;1460;992;124;5248640,1849121,4913538,4542147,1720054,4588038,5213971,5071636,492981,1127798,5759167
34242970;730;556;20;35505504,32764038,23476105,34193419,32242542,24317085,36302739,37607350,35774071,37351480,35502927,26193276,36834461
46170524;365;1304;106;24133104,26388131,9287492,16143464,10182284,38929134,36786576,50679944,30003538,57615124,47675607,60023284,9593626,31417917,19490334
19988893;1095;840;51;12091616,18944611,13184932,12813960,17319085,15073778,12647027,16190905,8950235
45842847;365;6076;48;52509519,51976355,48539588,45073224,53242063,50399891,49106838,37093583
31162783;730;492;33;32219776,2769473,8694696,15056624,34456264,30600658,32522134,39649657,16736570,31975644,28997181
30867872;730;138512;585;28640688,33671458,23893467,15102949,19955910,31317959,22125769,22310539,33629519,32043824,33222910,31115635,30527796,29425717,21375801,24760890,19478299,31858046,30192611
32899489;730;810;4;36588032,34475075,32484889,36035462,35025094,39533209,26403802,36588011,34720752,25186579,36087459,31326711,32370489,36485978,36466953,36249658
59736484;300;1962;120;65927235,64971942,64881606,40795243,58020108,19290610,20882446,12614278,6243313,20472722,41930547,26299442,21123864,6010778,47484157,57724222,64875045
21834481;1095;226;118;15919360,10982336,15388810,16583054,20359695,20703512,16663067,16097959,17065129,17932331,19147821,19782838,11949376,12166594,16095684,13531462,19357687,16935887,18143188,35430798,17798508,17196399,16838007
37781930;365;286;20;25162720,19314551,15574064,33426934,59600823,29014042,24742399,32637692,38609919
11338155;1460;222;50;8326819,1079249,5836327,12583281,8332658,9642453,7455000
14582188;1095;483;41;12544672,12040930,12288387,12088170,12408013,14434962,14433763,11660084,12806293,12263033,10913627,10955189
16417197;1095;3351;128;14433031,14481195,15123408,13025300,12759830,13765048,12893373
41714098;365;2009;239;34155904,47844738,36466948,40532081,57231630,47316371,31442454,17890976,32591394,43835687,948784,48330293,21879993,34380476,42549309,32967487,17177283,39715534,24784729,32266075,26612188,45874530,29496806,44998897,45274484,8807289
19136946;1095;750;115;17686043,17090881,16935427,17871078,17868070,16029857,16994568,17905902,18041423,16757859,14169652,18207957,15860438,18358019,18357947,18270878,18351141
32735667;730;263;22;21556097,14871044,32225797,20641928,24269324,22628883,26889386,26844843,19973680,22095880,35004997,13227916,26298700,26298701,29227351,27452896,35917665,12098402,34804460,22973169,35852947,15763957
6291891;1460;799;132;3478883,439780,3872774,5392617,917006,4224111,5163413
30507443;730;171;22;33796678,33358887,31120267,25420108,32997869,33266064,28789617,32290909
38109628;365;613;63;32899655,12866012,41398031,39283056,60141370,11280527,33480700,29189534
22244083;730;127;36;20734497,21444581,10341127,21586250,21609390,20758366,21606906,21398301,21432190
6128061;1460;1688;113;1086432,3087748,4588038,3175910,5135303,3119019,4721906,1834067,4316887,3264539,4745596,4487965
7471552;1460;66;13;6531488,6375387,3163748,6492182,4924488,1025327,6505270,3257203,21965493,3628182,5101624,4655962,3292635,6531483,930141
36635074;365;376;27;57858562,40895236,38209831,40022157,30055280,39454482,40623894,40790296,36466948,39917372,33489917
21561800;1095;234;58;21069954,21069923,20913028,3929071,4490408,21069961,14978762,18844971,21069901,19914415,21069965,9922979,20914820,21069956
29196745;730;2039;159;30159360,21423786,31064559,31064496,25204529,31069782,31064667
7274954;1460;430;57;6517600,5124003,531237,5767302,8733639,5156967,6047182,5367151,1763125,4824376,6324295,6324318
22841732;730;1975;537;21933410,21116648,8723531,12771636,21001175,21257207,8349243
42205643;365;2317;95;12847314,48145537,27076772,42106948,38957893,15946995,48141864,34043210,34149643,9114253,57498574,40474095,42129970,20739475,25776724,39357497,44641167
6881743;1460;254;33;5963970,6001155,14425764,5241737,6193067,4524866,5497297,4383700,5267755,32271386
41746895;365;5339;440;17203723,5546432,39272802,36584043,40970949,8959465,39877163,47925900,15683981,5878669,59410,24576995,31129876,20558647,5878667
17924570;1095;285;84;8893728,14716292,12034757,14473894,8506513,7887281,12561230,12157297,14439825,6343928,14418745
15005236;1095;23;4;12991109,10674668,10226194,9208018,7373523,11355894,12672859,11438716
43647451;365;47;3;48773856,38846747,48668682,35283854,48700239,50256081,47777139,43626164,49436564,40457595,50608957
