1863031;0;1957;45;0;0;0;0;5
1777477;17;1856593;56517;4;5;8;79;4537
722329;1;2180070;79372;8;14;3;139;4293
980476;2;68026;10544;3;3;0;21;977
829498;0;0;0;0;0;0;0;0
856273;4;5985725;120177;25;38;23;81;10482
2026277;1;5406036;92596;18;8;8;7;5467
2485238;0;52262;3686;0;0;0;0;513
1487577;13;52997;11106;0;1;0;167;857
1019123;0;823;17;0;0;0;0;21
116804;0;23696;2459;0;0;0;0;499
909700;0;50941;4706;0;0;0;0;403
811224;0;4014492;351327;25;40;34;0;19993
1317440;11;343809;21717;0;0;2;109;2522
1727074;0;2144921;46024;7;7;4;0;8142
114772;0;439444;73409;0;0;0;0;2798
1090714;0;33492;3806;0;0;0;0;458
1277928;0;1743514;62916;6;4;5;0;3971
1925998;14;2388479;62624;2;15;4;108;5370
1503;11;2741070;161379;8;5;7;158;6430
375435;0;31480;2226;0;1;1;0;571
2482436;0;91730;11031;0;0;0;0;564
532981;0;11127;1159;0;0;0;0;180
1860861;17;546673;41338;5;4;7;217;2723
63288;17;158403;23168;3;1;2;149;2588
113362;118;949522;49658;1;1;1;573;4151
605842;0;926506;78003;5;6;7;43;4321
144865;0;876427;56129;5;3;5;1;3409
550714;0;0;0;0;0;0;0;0
1577842;0;645002;52053;0;0;0;0;3118
187202;0;274410;39622;5;6;7;0;3488
2483858;0;56522;6169;0;0;0;0;2309
1482559;0;34;0;0;0;0;0;4
726549;4;4005069;107174;37;26;33;49;7741
1537652;0;0;0;0;0;0;0;0
588127;52;77702;9813;0;1;0;234;1722
274491;7;2315871;107703;5;9;7;92;7668
1187863;0;1380705;44749;1;3;8;2;6228
1158534;0;149;3;0;0;0;0;4
2274648;0;6003034;128224;3;1;2;9;8332
275060;0;33077;4379;0;0;0;0;689
570517;1;543863;27370;0;2;0;8;2604
363936;2;34559;2499;0;0;0;11;446
664658;0;1498095;95441;93;102;78;0;6386
1739819;1;160585;2918;0;0;0;21;571
2087968;18;5076523;70933;7;5;6;162;5749
453525;0;0;0;0;0;0;0;0
1370716;0;75377;9077;0;0;0;4;796
85833;1;250781;34561;2;0;1;12;3916
1055689;1;1826388;104499;42;47;47;11;7314
1424568;6;606774;29951;12;6;12;78;2378
1982545;0;43318;2232;0;0;3;1;254
489196;4;1006619;101454;13;15;17;52;4697
2527724;0;31010;1819;0;0;0;0;495
40246;5;6514352;263675;43;49;31;92;18027
406343;4;853927;88233;3;2;4;14;3854
1098879;0;63932;40494;1;0;1;0;3142
1492894;35;2288578;91806;20;22;28;770;7248
1574823;8;181950;26804;0;0;0;22;2010
339337;8;1406889;61447;2;6;4;178;7779
670885;0;1448;74;0;0;0;0;16
1297919;0;5771116;110385;19;24;13;0;7455
1089629;0;3556951;154791;62;61;48;7;7383
116657;0;0;0;0;0;0;0;0
80713;0;855273;85160;8;4;6;0;4770
897819;8;1105475;28104;7;2;3;118;3271
1255427;55;278980;13587;0;2;2;695;1421
464909;0;924667;41179;1;0;0;4;2263
71107;1;1511624;75640;3;6;8;5;3634
193158;0;1231721;62132;2;2;0;2;4044
230620;0;189779;8969;0;0;0;0;1254
543409;0;183094;19004;0;0;0;0;1090
2333427;0;34493;3683;0;0;0;0;590
1357606;2;1293206;84621;14;10;15;7;4687
520432;2;1399860;44898;3;3;6;19;2962
704293;12;313597;38712;6;1;6;51;3523
1751299;20;305415;13039;1;2;1;114;2301
577896;1;100144;14833;0;0;0;8;1730
529725;13;723005;119332;4;3;3;152;5628
893131;0;319117;28449;4;1;2;0;1382
1388259;0;6462;970;0;0;0;0;173
828049;0;0;0;0;0;0;0;0
66281;3;66014;4107;0;0;0;17;838
2235166;0;184;10;0;0;0;0;4
201700;0;5724;520;0;0;0;0;978
1230073;0;2938137;69844;2;4;3;0;5022
550194;0;287125;33063;0;3;3;2;2310
1767940;5;575231;19690;1;2;1;101;1794
832473;8;1280660;128193;31;23;23;128;8325
795692;0;1341344;104251;6;4;5;0;5278
572018;14;1394837;92402;25;23;22;167;5087
1981443;2;8081100;161351;43;56;42;31;11156
995143;0;1853;119;0;0;0;2;65
1565632;0;1012;7;0;0;0;0;8
794139;0;746732;20047;3;1;5;0;2551
1159782;0;1819;34;0;0;0;0;81
676893;26;146034;12965;1;3;4;206;2051
80525;11;329042;25062;0;1;1;145;2697
178136;0;660377;28891;2;2;3;0;1671
127448;0;207790;29843;0;1;1;0;2441
169844;0;43642;4839;0;0;0;0;621
671581;1;3470251;321980;21;27;27;3;12678
1019565;0;402200;49426;0;0;0;0;3669
473705;0;625266;110536;15;10;10;10;4138
1881569;0;438264;15564;0;0;0;14;1684
748099;7;665889;13580;2;3;7;29;1704
1340118;0;402293;42815;1;2;0;1;2852
1573502;2;68370;2998;0;0;0;18;1207
1237805;0;1757015;45829;0;0;0;0;3650
760332;2;455485;65901;5;1;5;3;4330
3007133;0;20594;2653;0;0;0;0;366
1814981;0;492460;24492;10;12;4;0;2102
254980;0;486689;53162;0;1;1;0;4479
1248;0;300291;12639;0;0;0;0;862
1087678;1;2758107;85904;4;0;0;7;5341
1309093;0;138753;11300;7;3;5;14;1032
41580;2;2434040;152318;12;17;18;44;9311
273689;55;4086050;318351;78;77;61;873;12350
169576;0;460874;50754;8;7;6;0;4476
1115245;0;0;0;0;0;0;0;0
477610;0;1169617;86077;14;9;8;0;7745
650141;4;549112;33922;0;0;1;30;1684
269456;0;1010011;69862;6;6;9;32;4647
879071;0;0;0;0;0;0;0;2
472044;0;115917;5075;0;0;0;0;3593
1280870;32;154915;22992;1;0;0;382;2043
1406630;13;451723;88396;26;28;23;80;3664
1855;14;1545113;72614;1;2;5;43;4148
2231350;0;142829;9823;0;1;1;11;1302
737989;81;126894;13179;3;3;2;486;1370
1094999;0;299040;7147;0;0;0;14;1336
372647;0;602472;27819;0;0;0;0;2182
9268;0;3733003;293785;48;32;35;16;17237
631078;2;1867143;89683;30;25;23;42;5880
1884501;22;1447305;53511;21;21;15;419;4410
1409691;0;122;8;0;0;0;0;69
1348805;0;30580;398;0;0;0;0;88
71037;1;182437;26756;2;0;0;6;2263
947403;3;71129;10176;2;5;4;22;1306
964921;1;12276;1691;0;0;0;1;232
839638;0;912846;81027;17;18;19;28;4903
889698;0;2656839;60375;1;1;1;0;5632
915153;0;90241;24284;0;1;0;35;2774
77221;3;1098455;38167;2;1;1;15;3678
128756;0;33785;5909;1;1;0;0;898
42510;2;4467890;254464;11;16;16;5;12237
2268895;0;38713;2453;0;0;0;2;374
340220;0;956533;119554;14;9;14;1;5391
989511;0;26610;6548;1;0;1;0;371
243317;0;163328;44700;5;4;5;1;1836
1116589;0;46328;9845;0;0;0;20;746
1764783;0;0;0;0;0;0;0;0
710979;3;852910;83192;21;14;25;36;5487
84114;0;2437151;62733;0;0;0;8;6027
131492;5;425571;30158;6;7;5;46;2510
1174642;192;943129;21066;0;0;0;2210;1767
46129;10;1191590;23547;0;0;0;155;2548
599354;0;359671;23089;3;3;0;3;1633
2961465;0;29123;1922;0;0;0;0;379
422551;1;631045;33532;2;8;4;7;2783
173412;1;1107860;81411;13;8;2;15;5616
1556522;2;69298;7857;0;0;0;33;851
1681530;20;692344;37862;1;3;2;88;3441
212578;0;186818;29028;0;1;1;0;1932
273231;1;1115356;204632;39;30;18;5;7650
292339;0;17089;2259;1;0;0;1;513
1276461;0;0;0;0;0;0;0;6
2069979;0;0;0;0;0;0;0;0
1044093;0;882070;77175;4;9;3;0;4107
525678;3;4566832;146677;3;11;8;4;9767
1128158;2;2859653;53466;9;9;8;49;4424
457946;0;323988;40790;1;0;5;0;2144
14941;1;384542;14858;1;0;0;13;1405
1575445;0;5087;2;0;0;0;0;1
179153;0;0;0;0;0;0;0;0
77437;0;30025;3357;0;0;0;0;536
880344;0;10981;2433;0;0;0;0;325
1227209;1;108139;7779;0;0;0;9;982
467945;3;8286070;387123;19;16;21;138;12829
1502226;2;2184913;58109;1;4;0;13;3944
2772022;0;26869;1355;0;0;0;0;273
215313;0;7357;1118;0;0;0;0;359
413160;1;309276;46086;11;11;9;13;2896
72014;0;214120;25818;0;0;0;0;2792
1112860;24;538956;141627;39;46;24;375;4725
952242;0;1033574;82906;14;19;14;9;4923
709282;0;18;1;0;0;0;0;4
695590;0;1859436;45677;4;8;2;4;3517
1336324;0;757982;30326;1;2;1;21;2774
1178131;13;238700;26865;4;3;8;56;1890
1962633;6;225842;7338;0;0;0;28;1455
64733;0;169496;20337;0;0;0;0;1692
1603244;1;8402;191;0;0;0;1;154
1324056;0;2921296;84133;12;16;20;10;4078
938040;6;63293;7959;0;2;0;35;1205
1075818;0;35;0;0;0;0;0;2
1607396;3;1829204;56205;3;10;7;57;4413
1707242;0;0;0;0;0;0;0;0
1508661;1;525585;12688;2;2;0;24;1543
283520;0;12103;3085;1;1;1;0;412
1106654;0;78311;12208;0;0;0;1;808
7387;0;236829;21414;0;1;0;5;1379
679471;0;1626894;91275;3;2;2;0;5087
208191;5;1964063;182959;15;11;9;95;8022
270117;0;10590;1566;0;0;0;0;436
222039;0;231054;41179;1;1;0;0;2508
1679580;2;5377;278;0;0;0;2;78
211101;0;0;0;0;0;0;0;0
145796;0;79289;17796;0;0;0;0;1023
817569;3;1715774;19137;3;2;0;19;2876
270066;0;125625;12664;3;1;1;0;1241
240466;0;15617;1676;0;0;0;0;229
315199;0;268230;21385;0;0;0;1;1724
1247711;0;58134;8527;0;0;0;0;610
124433;0;39225;5704;0;0;0;0;874
650993;0;648219;80179;5;6;3;1;5072
232081;5;1804692;31491;3;4;4;67;5249
2155758;0;15432;1589;0;0;0;0;522
910000;0;0;0;0;0;0;0;0
1233449;0;9308;2222;0;0;0;0;188
1318698;1;2160703;114808;2;0;0;73;5780
2237968;0;3112;57;0;0;0;0;27
1197732;9;62141;17958;1;1;3;70;2568
441057;0;1819;34;0;0;0;0;81
63781;0;420440;35608;0;0;0;0;3248
2062114;0;1581099;57649;1;3;3;0;3928
185543;102;661271;47999;0;0;0;4300;3209
402652;1;198396;41183;2;2;5;18;2776
162853;17;687376;98600;6;11;8;291;5643
547516;1;70526;10439;0;2;2;2;651
1809753;12;24254;1927;0;0;0;46;169
222126;3;210776;43437;0;2;3;5;1727
2780365;0;29495;1999;1;1;1;0;301
1401546;0;244936;5290;0;0;0;0;758
1191069;1;1353041;90654;1;1;1;19;5600
419388;0;263551;35431;1;0;1;0;2002
180221;8;550492;72250;0;0;2;45;3533
1282100;16;2579;390;0;0;1;110;760
1484235;0;34448;2708;0;0;0;0;408
147567;0;17923;1380;0;0;0;0;217
1061429;26;554510;42049;2;4;1;155;3623
192048;9;2161877;181526;2;4;1;81;10992
1115124;44;1029612;44948;12;14;15;331;3838
1537987;1;22241;475;0;0;0;13;89
66685;0;2;0;0;0;0;0;0
505178;0;1076783;106779;10;8;9;0;4201
1001055;75;2138196;122853;7;5;9;629;8473
582517;0;2691;444;0;0;0;0;117
1040957;0;391472;45646;3;4;6;7;3322
487490;0;212293;11462;0;0;0;1;1701
237503;0;1700516;303442;24;17;12;0;11029
536102;1;3334631;144419;2;4;9;24;6804
877092;0;530080;102853;14;11;7;0;4017
200542;0;149317;8900;0;0;0;6;1199
125474;0;157138;6472;1;0;0;0;977
1078076;0;5;0;0;0;0;0;2
100714;1;3439853;98804;41;35;36;14;7007
1242749;1;19105;10688;0;0;0;12;944
249038;0;0;0;0;0;0;0;0
863996;0;484661;121081;39;38;34;43;5079
619870;61;226423;35065;1;2;1;650;2878
12032;0;868000;93092;8;6;9;0;3926
409257;0;44425;4551;0;0;0;0;605
57953;1;239076;15739;1;0;0;2;1605
1198603;9;624875;69596;21;18;20;87;3856
6926;0;933586;45365;0;0;0;1;3858
700790;0;38901;5981;1;0;1;0;622
219614;0;74372;19458;1;0;0;0;2208
1346140;0;338352;15693;0;0;1;1;1791
1610309;0;202581;23390;36;22;22;1;2563
31199;0;2238915;62216;2;3;1;0;4569
359693;0;2006528;99190;4;6;5;10;6051
779604;0;376475;57041;58;50;36;4;3640
401639;0;1134724;128382;36;24;18;37;8361
588353;0;342277;49773;10;9;4;0;4442
223986;2;438425;65343;6;6;10;7;3037
784531;0;0;0;0;0;0;0;0
324547;0;502075;55342;2;0;1;1;2419
1211594;0;1224071;32694;1;2;0;0;2774
155477;0;389;9;0;0;0;0;10
200226;1;252286;54151;4;3;3;11;2519
909788;1;212142;46617;6;9;8;17;3091
535295;0;29686;4586;0;0;0;0;449
1170891;0;48153;9055;0;0;0;0;911
453334;2;394804;60060;38;34;28;15;3480
312910;0;295;3;0;0;0;0;2
165498;70;678351;80168;5;3;9;543;5122
302961;50;2005060;148800;34;23;37;375;8535
752852;0;395997;55163;3;1;2;12;3584
289335;4;86281;14371;1;0;0;38;2111
444894;0;2764;17;0;0;0;0;20
4943;0;283493;27698;0;0;0;0;2056
1580758;0;0;0;0;0;0;0;0
950121;0;260109;12099;3;0;1;0;986
105844;0;0;0;0;0;0;0;0
1026917;12;3842304;185273;18;12;11;95;7775
475142;4;13583;2970;0;0;0;13;331
595629;0;133845;13667;2;2;2;0;1693
1287720;1;2605460;83689;15;23;18;3;4659
405973;2;1939811;237911;8;8;11;122;10293
558562;0;1311798;146963;37;32;30;0;7215
1029742;0;639986;44205;25;15;22;17;5287
1364260;0;162280;31239;1;0;0;0;1894
448204;0;1834769;185051;8;10;12;0;8972
1329014;0;64110;9010;0;3;6;0;934
2555625;0;87585;3293;2;2;2;0;375
1624994;0;338846;17679;0;0;0;0;1815
77686;21;3115786;70635;19;7;9;239;5395
633096;11;943400;38896;3;0;2;51;4035
467393;0;0;0;0;0;0;0;0
89988;0;277294;22496;1;0;1;0;1964
821991;0;23;0;0;0;0;0;0
122373;0;298337;44053;3;1;1;0;3220
633552;0;0;0;0;0;0;0;0
1003069;0;776499;38360;0;0;2;0;2635
2146204;0;3667;65;0;0;0;0;35
1159290;52;454672;29360;9;12;7;435;2919
802127;3;73932;12812;2;2;3;92;1466
1141106;1;210072;62065;8;9;7;25;3341
224845;2;89111;30694;1;0;1;66;3232
1256966;0;245441;12578;1;1;0;15;1631
2226113;0;38118;2810;1;2;1;0;672
2390365;0;26055;1758;0;0;0;4;332
138269;1;688114;57929;3;5;3;38;7432
317720;0;98322;10687;1;0;1;0;1752
118455;0;138051;17276;0;0;0;0;2278
1580048;3;393984;11546;2;4;4;31;1308
1001638;0;282;14;0;0;0;0;10
547608;0;79501;11914;1;0;2;0;627
1586549;0;73867;7364;0;1;0;0;852
2596956;3;170281;7080;0;0;0;45;686
305740;0;29313;6813;0;0;0;0;1187
464817;0;165478;50366;6;4;13;0;3372
1421184;0;3157;191;0;0;0;0;267
507367;0;2;1;0;0;0;0;0
944400;0;29024;2671;0;0;0;0;549
955917;0;1164331;44494;3;3;2;29;4039
708138;0;4063;133;0;0;0;0;53
1857982;0;60532;517;0;0;0;0;254
2505194;0;16939;295;0;0;0;0;62
345018;0;61;1;0;0;0;0;3
226551;0;321733;34451;3;4;0;1;2997
2075282;0;3482;48;0;0;0;0;30
2532319;0;206;10;0;0;0;0;7
1504427;1;199954;17453;1;1;3;16;1450
2881095;0;8656;608;0;0;0;0;129
328592;1;410931;70118;27;23;21;28;4446
1843526;2;53380;1217;0;0;0;8;178
295069;0;19176;3406;1;0;1;0;457
240752;0;38753;15632;0;0;0;2;1226
1106230;4;294554;46699;19;11;19;97;2199
374433;0;19557;7012;0;0;0;0;817
1643478;0;2667401;61241;3;2;0;0;6020
217705;0;281344;45725;13;12;12;0;2579
929080;0;128895;9704;2;1;2;6;796
107393;4;129527;32094;9;5;3;59;2606
380684;1;1534813;68788;4;7;5;10;4277
991991;0;0;0;0;0;0;0;0
2304174;0;26163;113;0;0;0;0;72
2663488;0;197671;736;0;0;0;0;155
396027;1;156232;44397;1;1;0;2;2977
1514575;12;2377610;85873;28;19;20;54;8035
1873563;0;2751;550;0;0;0;0;137
534868;0;7769;1232;0;2;1;0;225
821164;0;50913;21315;4;4;6;0;1106
2122799;0;5928;17;0;0;0;0;26
628511;0;2887;42;0;0;0;0;65
1269459;0;1284;532;0;0;0;2;158
282832;0;68116;8903;1;0;0;0;695
1959380;0;0;0;0;0;0;0;0
1324077;0;95814;19717;0;0;0;0;1431
1356440;28;4713626;73397;30;25;22;178;6999
2877073;0;6840;530;0;0;0;0;121
30767;0;14669;957;0;0;0;0;236
1167004;0;160477;29296;0;0;0;0;2572
318175;3;1510964;124297;34;32;28;53;6129
1055270;16;317570;57369;6;2;3;197;3947
2241542;1;5909;327;0;1;0;14;109
683437;0;651468;94250;22;22;12;0;7150
87061;0;54616;3848;0;0;0;0;776
569736;6;182441;17032;0;1;0;20;1777
1863124;1;1261079;30144;1;7;9;27;2898
176318;0;76696;11239;6;5;7;0;1045
679730;0;4812;868;0;0;0;0;239
761646;0;1819;34;0;0;0;0;81
1186460;4;320963;115862;20;31;34;34;4942
442993;0;404995;64859;0;2;1;0;1936
601731;0;3301130;201485;18;11;5;0;9256
2333691;0;2904;212;0;0;0;0;77
40030;42;543424;26892;1;0;0;478;5576
591235;0;10237;1702;1;0;0;0;235
196481;2;121728;26888;0;0;0;5;1958
961989;0;0;0;0;0;0;0;0
178571;0;398089;74471;6;8;4;0;5061
1894474;0;0;0;0;0;0;0;0
2863122;0;4553;645;0;0;0;0;160
1006694;0;23594;9777;0;0;0;1;948
109981;0;251190;29960;3;1;0;0;3187
1991166;37;22377;2794;0;0;1;264;470
686727;0;10089;1948;0;0;0;0;208
810;0;214754;17146;0;0;0;0;1596
2475864;0;188692;15778;0;0;0;0;2418
94436;0;159739;32569;2;1;0;0;1642
143062;0;77109;4512;1;0;0;4;839
281071;0;3534501;121550;4;4;5;5;10759
28459;0;34708;1781;0;0;0;0;316
1167742;0;61;1;0;0;0;0;3
153634;0;604201;154902;16;10;5;0;5948
481988;0;8112;2635;1;0;1;0;837
1894372;0;1475;8;0;0;0;0;12
297530;0;101818;11425;1;0;0;0;1350
346427;0;46292;1078;0;0;0;0;149
224083;0;103331;11889;0;3;2;0;1382
680201;1;1017923;97294;49;31;34;4;4857
271489;2;963999;43133;4;7;3;8;4533
2758785;1;11000;546;0;0;0;20;112
2173284;0;169099;8882;0;2;1;27;1284
1666959;0;9;1;0;0;0;0;1
835369;0;401518;33614;6;5;0;0;2351
384533;0;43852;16876;0;1;1;0;1392
400941;3;140317;16349;5;2;4;36;1953
48186;0;129445;6541;0;0;0;0;1837
686394;0;152008;36360;0;2;4;3;2090
315643;0;178196;25123;0;0;0;0;2023
817963;15;287563;39428;7;7;12;88;2313
185214;0;88021;8445;0;1;3;0;2254
1078191;27;123804;10416;1;0;0;102;730
2433131;48;46210;1435;4;0;3;483;368
61331;0;0;0;0;0;0;0;0
80505;0;161505;23100;1;0;2;0;2854
2440234;0;61832;3940;6;8;6;0;572
120858;10;627720;22724;3;1;3;140;2809
64992;35;65224;4260;0;1;0;199;665
279624;0;206;2;0;0;0;0;0
527417;0;533902;27192;0;0;0;0;2083
415067;0;590876;92832;12;9;18;0;6757
338579;2;255492;26611;3;1;0;25;1686
717006;0;63818;12701;8;3;6;0;937
1113259;1;520721;35870;4;1;2;23;3072
1582219;0;4583;1511;0;0;0;0;193
241722;0;479880;46983;7;7;14;0;2385
125718;0;43131;3853;0;0;0;0;438
600185;6;714625;139800;4;1;5;83;7518
2717267;0;17436;2267;0;0;0;0;355
33639;0;604326;46620;0;0;1;0;3413
99161;0;11378;1818;0;0;0;0;393
536656;0;321065;45044;0;1;2;0;2708
453413;0;52627;15771;2;1;4;0;994
451685;10;501629;81771;11;17;11;170;3745
471122;0;27653;2890;0;0;1;0;292
538719;9;575009;72014;0;2;10;334;8197
1266176;0;0;0;0;0;0;0;1
788516;0;1052;159;0;0;0;0;46
160244;0;398229;32984;4;7;6;22;2570
1928215;0;1680;40;0;0;0;0;22
40613;0;264557;13430;0;0;1;1;1735
1560823;6;93729;11718;0;0;1;35;1320
159183;0;284875;40019;0;2;1;0;2824
223591;0;62989;14968;0;0;0;0;1646
250516;0;311661;70345;6;3;5;0;4530
547077;6;372787;82312;7;2;4;62;7465
641520;3;172610;29324;4;7;5;82;2616
811517;0;142266;28787;1;2;0;1;1032
2551130;0;230975;4538;0;0;0;2;978
1763447;0;257027;33077;1;1;1;0;2090
2327729;75;149368;7945;0;0;1;527;945
572366;118;166501;32721;5;7;7;743;1956
2035674;0;389999;38405;2;7;3;0;2534
2019957;0;0;0;0;0;0;0;0
454519;0;1819;34;0;0;0;0;81
1413677;0;766245;64074;5;5;7;5;4697
